-3.141593 3.141593
-3.110019 3.141587
-3.078445 3.141551
-3.046871 3.141451
-3.015297 3.141257
-2.983724 3.140938
-2.952150 3.140462
-2.920576 3.139798
-2.889002 3.138915
-2.857428 3.137784
-2.825855 3.136373
-2.794281 3.134652
-2.762707 3.132592
-2.731133 3.130164
-2.699560 3.127338
-2.667986 3.124085
-2.636412 3.120378
-2.604838 3.116188
-2.573264 3.111488
-2.541691 3.106252
-2.510117 3.100453
-2.478543 3.094066
-2.446969 3.087065
-2.415395 3.079426
-2.383822 3.071126
-2.352248 3.062140
-2.320674 3.052446
-2.289100 3.042023
-2.257526 3.030850
-2.225953 3.018905
-2.194379 3.006170
-2.162805 2.992626
-2.131231 2.978255
-2.099657 2.963040
-2.068084 2.946963
-2.036510 2.930011
-2.004936 2.912168
-1.973362 2.893421
-1.941788 2.873757
-1.910215 2.853163
-1.878641 2.831630
-1.847067 2.809146
-1.815493 2.785704
-1.783919 2.761295
-1.752346 2.735911
-1.720772 2.709547
-1.689198 2.682197
-1.657624 2.653857
-1.626050 2.624524
-1.594477 2.594196
-1.562903 2.562872
-1.531329 2.530550
-1.499755 2.497233
-1.468181 2.462921
-1.436608 2.427618
-1.405034 2.391327
-1.373460 2.354052
-1.341886 2.315801
-1.310313 2.276578
-1.278739 2.236392
-1.247165 2.195252
-1.215591 2.153166
-1.184017 2.110146
-1.152444 2.066203
-1.120870 2.021349
-1.089296 1.975597
-1.057722 1.928962
-1.026148 1.881458
-0.994575 1.833102
-0.963001 1.783910
-0.931427 1.733899
-0.899853 1.683089
-0.868279 1.631498
-0.836706 1.579146
-0.805132 1.526054
-0.773558 1.472243
-0.741984 1.417736
-0.710410 1.362555
-0.678837 1.306725
-0.647263 1.250268
-0.615689 1.193210
-0.584115 1.135577
-0.552541 1.077394
-0.520968 1.018687
-0.489394 0.959485
-0.457820 0.899814
-0.426246 0.839702
-0.394672 0.779178
-0.363099 0.718271
-0.331525 0.657010
-0.299951 0.595425
-0.268377 0.533544
-0.236803 0.471400
-0.205230 0.409022
-0.173656 0.346440
-0.142082 0.283687
-0.110508 0.220792
-0.078934 0.157787
-0.047361 0.094704
-0.015787 0.031573
0.015787 0.031573
0.047361 0.094704
0.078934 0.157787
0.110508 0.220792
0.142082 0.283687
0.173656 0.346440
0.205230 0.409022
0.236803 0.471400
0.268377 0.533544
0.299951 0.595425
0.331525 0.657010
0.363099 0.718271
0.394672 0.779178
0.426246 0.839702
0.457820 0.899814
0.489394 0.959485
0.520968 1.018687
0.552541 1.077394
0.584115 1.135577
0.615689 1.193210
0.647263 1.250268
0.678837 1.306725
0.710410 1.362555
0.741984 1.417736
0.773558 1.472243
0.805132 1.526054
0.836706 1.579146
0.868279 1.631498
0.899853 1.683089
0.931427 1.733899
0.963001 1.783910
0.994575 1.833102
1.026148 1.881458
1.057722 1.928962
1.089296 1.975597
1.120870 2.021349
1.152444 2.066203
1.184017 2.110146
1.215591 2.153166
1.247165 2.195252
1.278739 2.236392
1.310313 2.276578
1.341886 2.315801
1.373460 2.354052
1.405034 2.391327
1.436608 2.427618
1.468181 2.462921
1.499755 2.497233
1.531329 2.530550
1.562903 2.562872
1.594477 2.594196
1.626050 2.624524
1.657624 2.653857
1.689198 2.682197
1.720772 2.709547
1.752346 2.735911
1.783919 2.761295
1.815493 2.785704
1.847067 2.809146
1.878641 2.831630
1.910215 2.853163
1.941788 2.873757
1.973362 2.893421
2.004936 2.912168
2.036510 2.930011
2.068084 2.946963
2.099657 2.963040
2.131231 2.978255
2.162805 2.992626
2.194379 3.006170
2.225953 3.018905
2.257526 3.030850
2.289100 3.042023
2.320674 3.052446
2.352248 3.062140
2.383822 3.071126
2.415395 3.079426
2.446969 3.087065
2.478543 3.094066
2.510117 3.100453
2.541691 3.106252
2.573264 3.111488
2.604838 3.116188
2.636412 3.120378
2.667986 3.124085
2.699560 3.127338
2.731133 3.130164
2.762707 3.132592
2.794281 3.134652
2.825855 3.136373
2.857428 3.137784
2.889002 3.138915
2.920576 3.139798
2.952150 3.140462
2.983724 3.140938
3.015297 3.141257
3.046871 3.141451
3.078445 3.141551
3.110019 3.141587
3.141593 3.141593
-3.141593 7.141593
-3.110019 7.141587
-3.078445 7.141551
-3.046871 7.141451
-3.015297 7.141257
-2.983724 7.140938
-2.952150 7.140462
-2.920576 7.139798
-2.889002 7.138915
-2.857428 7.137784
-2.825855 7.136373
-2.794281 7.134652
-2.762707 7.132592
-2.731133 7.130164
-2.699560 7.127338
-2.667986 7.124085
-2.636412 7.120378
-2.604838 7.116188
-2.573264 7.111488
-2.541691 7.106252
-2.510117 7.100453
-2.478543 7.094066
-2.446969 7.087065
-2.415395 7.079426
-2.383822 7.071126
-2.352248 7.062140
-2.320674 7.052446
-2.289100 7.042023
-2.257526 7.030850
-2.225953 7.018905
-2.194379 7.006170
-2.162805 6.992626
-2.131231 6.978255
-2.099657 6.963040
-2.068084 6.946963
-2.036510 6.930011
-2.004936 6.912168
-1.973362 6.893421
-1.941788 6.873757
-1.910215 6.853163
-1.878641 6.831630
-1.847067 6.809146
-1.815493 6.785704
-1.783919 6.761295
-1.752346 6.735911
-1.720772 6.709547
-1.689198 6.682197
-1.657624 6.653857
-1.626050 6.624524
-1.594477 6.594196
-1.562903 6.562872
-1.531329 6.530550
-1.499755 6.497233
-1.468181 6.462921
-1.436608 6.427618
-1.405034 6.391327
-1.373460 6.354052
-1.341886 6.315801
-1.310313 6.276578
-1.278739 6.236392
-1.247165 6.195252
-1.215591 6.153166
-1.184017 6.110146
-1.152444 6.066203
-1.120870 6.021349
-1.089296 5.975597
-1.057722 5.928962
-1.026148 5.881458
-0.994575 5.833102
-0.963001 5.783910
-0.931427 5.733899
-0.899853 5.683089
-0.868279 5.631498
-0.836706 5.579146
-0.805132 5.526054
-0.773558 5.472243
-0.741984 5.417736
-0.710410 5.362555
-0.678837 5.306725
-0.647263 5.250268
-0.615689 5.193210
-0.584115 5.135577
-0.552541 5.077394
-0.520968 5.018687
-0.489394 4.959485
-0.457820 4.899814
-0.426246 4.839702
-0.394672 4.779178
-0.363099 4.718271
-0.331525 4.657010
-0.299951 4.595425
-0.268377 4.533544
-0.236803 4.471400
-0.205230 4.409022
-0.173656 4.346440
-0.142082 4.283687
-0.110508 4.220792
-0.078934 4.157787
-0.047361 4.094704
-0.015787 4.031573
0.015787 4.031573
0.047361 4.094704
0.078934 4.157787
0.110508 4.220792
0.142082 4.283687
0.173656 4.346440
0.205230 4.409022
0.236803 4.471400
0.268377 4.533544
0.299951 4.595425
0.331525 4.657010
0.363099 4.718271
0.394672 4.779178
0.426246 4.839702
0.457820 4.899814
0.489394 4.959485
0.520968 5.018687
0.552541 5.077394
0.584115 5.135577
0.615689 5.193210
0.647263 5.250268
0.678837 5.306725
0.710410 5.362555
0.741984 5.417736
0.773558 5.472243
0.805132 5.526054
0.836706 5.579146
0.868279 5.631498
0.899853 5.683089
0.931427 5.733899
0.963001 5.783910
0.994575 5.833102
1.026148 5.881458
1.057722 5.928962
1.089296 5.975597
1.120870 6.021349
1.152444 6.066203
1.184017 6.110146
1.215591 6.153166
1.247165 6.195252
1.278739 6.236392
1.310313 6.276578
1.341886 6.315801
1.373460 6.354052
1.405034 6.391327
1.436608 6.427618
1.468181 6.462921
1.499755 6.497233
1.531329 6.530550
1.562903 6.562872
1.594477 6.594196
1.626050 6.624524
1.657624 6.653857
1.689198 6.682197
1.720772 6.709547
1.752346 6.735911
1.783919 6.761295
1.815493 6.785704
1.847067 6.809146
1.878641 6.831630
1.910215 6.853163
1.941788 6.873757
1.973362 6.893421
2.004936 6.912168
2.036510 6.930011
2.068084 6.946963
2.099657 6.963040
2.131231 6.978255
2.162805 6.992626
2.194379 7.006170
2.225953 7.018905
2.257526 7.030850
2.289100 7.042023
2.320674 7.052446
2.352248 7.062140
2.383822 7.071126
2.415395 7.079426
2.446969 7.087065
2.478543 7.094066
2.510117 7.100453
2.541691 7.106252
2.573264 7.111488
2.604838 7.116188
2.636412 7.120378
2.667986 7.124085
2.699560 7.127338
2.731133 7.130164
2.762707 7.132592
2.794281 7.134652
2.825855 7.136373
2.857428 7.137784
2.889002 7.138915
2.920576 7.139798
2.952150 7.140462
2.983724 7.140938
3.015297 7.141257
3.046871 7.141451
3.078445 7.141551
3.110019 7.141587
3.141593 7.141593
