0.000000 1.000000
0.002506 0.999997
0.005013 0.999987
0.007519 0.999972
0.010025 0.999950
0.012531 0.999921
0.015038 0.999887
0.017544 0.999846
0.020050 0.999799
0.022556 0.999746
0.025063 0.999686
0.027569 0.999620
0.030075 0.999548
0.032581 0.999469
0.035088 0.999384
0.037594 0.999293
0.040100 0.999196
0.042607 0.999092
0.045113 0.998982
0.047619 0.998866
0.050125 0.998743
0.052632 0.998614
0.055138 0.998479
0.057644 0.998337
0.060150 0.998189
0.062657 0.998035
0.065163 0.997875
0.067669 0.997708
0.070175 0.997535
0.072682 0.997355
0.075188 0.997169
0.077694 0.996977
0.080201 0.996779
0.082707 0.996574
0.085213 0.996363
0.087719 0.996145
0.090226 0.995921
0.092732 0.995691
0.095238 0.995455
0.097744 0.995212
0.100251 0.994962
0.102757 0.994706
0.105263 0.994444
0.107769 0.994176
0.110276 0.993901
0.112782 0.993620
0.115288 0.993332
0.117794 0.993038
0.120301 0.992737
0.122807 0.992431
0.125313 0.992117
0.127820 0.991797
0.130326 0.991471
0.132832 0.991139
0.135338 0.990799
0.137845 0.990454
0.140351 0.990102
0.142857 0.989743
0.145363 0.989378
0.147870 0.989007
0.150376 0.988629
0.152882 0.988244
0.155388 0.987853
0.157895 0.987456
0.160401 0.987052
0.162907 0.986641
0.165414 0.986224
0.167920 0.985801
0.170426 0.985370
0.172932 0.984934
0.175439 0.984490
0.177945 0.984040
0.180451 0.983584
0.182957 0.983121
0.185464 0.982651
0.187970 0.982175
0.190476 0.981692
0.192982 0.981202
0.195489 0.980706
0.197995 0.980203
0.200501 0.979693
0.203008 0.979177
0.205514 0.978654
0.208020 0.978125
0.210526 0.977588
0.213033 0.977045
0.215539 0.976495
0.218045 0.975939
0.220551 0.975375
0.223058 0.974805
0.225564 0.974228
0.228070 0.973645
0.230576 0.973054
0.233083 0.972457
0.235589 0.971853
0.238095 0.971242
0.240602 0.970624
0.243108 0.969999
0.245614 0.969368
0.248120 0.968729
0.250627 0.968084
0.253133 0.967432
0.255639 0.966772
0.258145 0.966106
0.260652 0.965433
0.263158 0.964753
0.265664 0.964066
0.268170 0.963371
0.270677 0.962670
0.273183 0.961962
0.275689 0.961247
0.278195 0.960524
0.280702 0.959795
0.283208 0.959059
0.285714 0.958315
0.288221 0.957564
0.290727 0.956806
0.293233 0.956041
0.295739 0.955269
0.298246 0.954489
0.300752 0.953702
0.303258 0.952908
0.305764 0.952107
0.308271 0.951299
0.310777 0.950483
0.313283 0.949660
0.315789 0.948829
0.318296 0.947991
0.320802 0.947146
0.323308 0.946294
0.325815 0.945434
0.328321 0.944566
0.330827 0.943691
0.333333 0.942809
0.335840 0.941919
0.338346 0.941022
0.340852 0.940117
0.343358 0.939204
0.345865 0.938284
0.348371 0.937357
0.350877 0.936421
0.353383 0.935479
0.355890 0.934528
0.358396 0.933570
0.360902 0.932604
0.363409 0.931630
0.365915 0.930648
0.368421 0.929659
0.370927 0.928662
0.373434 0.927657
0.375940 0.926644
0.378446 0.925623
0.380952 0.924595
0.383459 0.923558
0.385965 0.922513
0.388471 0.921461
0.390977 0.920400
0.393484 0.919332
0.395990 0.918255
0.398496 0.917170
0.401003 0.916077
0.403509 0.914976
0.406015 0.913866
0.408521 0.912749
0.411028 0.911623
0.413534 0.910489
0.416040 0.909346
0.418546 0.908195
0.421053 0.907036
0.423559 0.905869
0.426065 0.904692
0.428571 0.903508
0.431078 0.902315
0.433584 0.901113
0.436090 0.899903
0.438596 0.898684
0.441103 0.897457
0.443609 0.896220
0.446115 0.894976
0.448622 0.893722
0.451128 0.892459
0.453634 0.891188
0.456140 0.889908
0.458647 0.888619
0.461153 0.887321
0.463659 0.886014
0.466165 0.884698
0.468672 0.883372
0.471178 0.882038
0.473684 0.880695
0.476190 0.879342
0.478697 0.877980
0.481203 0.876609
0.483709 0.875229
0.486216 0.873839
0.488722 0.872440
0.491228 0.871031
0.493734 0.869613
0.496241 0.868185
0.498747 0.866748
0.501253 0.865301
0.503759 0.863844
0.506266 0.862378
0.508772 0.860901
0.511278 0.859415
0.513784 0.857919
0.516291 0.856413
0.518797 0.854897
0.521303 0.853371
0.523810 0.851835
0.526316 0.850289
0.528822 0.848733
0.531328 0.847166
0.533835 0.845589
0.536341 0.844001
0.538847 0.842404
0.541353 0.840795
0.543860 0.839176
0.546366 0.837547
0.548872 0.835906
